325,-160
326,-225
327,-289
328,-222
329,-275
330,-209
331,-283
332,-329
333,-232
334,-241
335,-174
336,-7
337,-251
338,7
339,-298
340,-120
341,-255
342,-370
343,-1372
344,-344
345,-431
346,-259
347,-232
348,-261
349,-256
350,-188
351,-167
352,-233
353,289
354,-149
355,-241
356,-257
357,-231
358,-303
359,-308
360,-234
361,-332
362,-251
363,-255
364,-296
365,-297
366,-293
367,-300
368,-278
369,14
370,-187
371,-191
372,-263
373,-109
374,-57
375,-164
376,-165
377,-225
378,-258
379,-220
380,-188
381,-287
382,-359
383,-7
384,6
385,-188
386,-297
387,-157
388,-194
389,-257
390,-250
391,-1
392,-223
393,-362
394,-348
395,-209
396,-287
397,-302
398,-261
399,-262
400,-372
401,-147
402,-229
403,-206
404,-137
405,-303
406,-110
407,-26
408,-273
409,-279
410,-351
411,-214
412,-255
413,-283
414,-236
415,-251
416,-175
417,-242
418,-256
419,-286
420,26
421,-304
422,-292
423,-216
424,-269
425,-285
426,-220
427,-250
428,-320
429,-357
430,-333
431,-290
432,-285
433,-313
434,-269
435,-242
436,-227
437,-291
438,-67
439,-262
440,-339
441,-257
442,-289
443,-213
444,-320
445,-200
446,-220
447,-191
448,-338
449,-249
450,-201
451,-230
452,-316
453,-126
454,-221
455,-273
456,-197
457,-279
458,-278
459,-250
460,-187
461,-312
462,-319
463,-346
464,-264
465,-57
466,-267
467,-287
468,-50
469,-280
470,149
471,-221
472,-303
473,-274
474,-190
475,-94
476,13
477,-189
478,-233
479,-225
480,-163
481,-261
482,-205
483,-213
484,-296
485,99
486,-152
487,-225
488,-225
489,-279
490,-307
491,-171
492,-319
493,-291
494,-103
495,-331
496,-41
497,-98
498,-252
499,-181
500,-227
501,-275
502,-262
503,-236
504,-118
505,-52
506,-236
507,-198
508,-307
509,-245
510,-13
511,-168
512,-326
513,-257
514,-318
515,-75
516,-229
517,-191
518,-262
519,-264
520,-195
521,-268
522,-273
523,-156
524,-256
525,-201
526,-227
527,-262
528,-120
529,147
530,-193
531,-286
532,14
533,-262
534,-86
535,-120
536,-285
537,-300
538,-221
539,-256
540,-306
541,-321
542,-250
543,-255
544,-287
545,-131
546,-214
547,-124
548,-87
549,-291
550,-304
551,-262
552,-198
553,-89
554,-240
555,-256
556,-256
557,-228
558,-120
559,-303
560,-208
561,-107
562,-255
563,-279
564,-111
565,-129
566,-267
567,-112
568,-209
569,-288
570,-207
571,-296
572,-227
573,-156
574,-115
575,-215
576,-218
577,-188
578,-158
579,-240
580,-224
581,-102
582,-240
583,-227
584,-272
585,-308
586,-269
587,-149
588,-312
589,-242
590,-267
591,-220
592,-289
593,-170
594,-247
595,-261
596,-255
597,-77
598,-118
599,-203
600,0
601,-98
602,-118
603,-256
604,36
605,-135
606,-75
607,-300
608,-189
609,-209
610,-202
611,-313
612,-228
613,-290
614,-195
615,-88
616,-202
617,-250
618,-290
619,-133
620,-212
621,-251
622,-238
623,-172
624,-260
625,-255
626,-304
627,34
628,-173
629,-251
630,-225
631,42
632,-120
633,-307
634,-130
635,-140
636,-269
637,-204
638,-279
639,-244
640,-141
641,-131
642,-273
643,-228
644,-256
645,-188
646,-219
647,100
648,-168
649,-236
650,-154
651,-290
652,-316
653,-282
654,-277
655,-309
656,-164
657,82
658,-230
659,-302
660,-184
661,-198
662,-257
663,-35
664,-261
665,-217
666,-314
667,-202
668,-156
669,-315
670,-114
671,-225
672,-232
673,-190
674,-195
675,-84
676,-127
677,-112
678,-272
